name,Unnamed: 0,apmw1,apmw2,apmw3,eapmw1,eapmw2,eapmw3,emw1,emw2,emw3,emw4,mw1,mw2,mw3,mw4,peak_snrw1,peak_snrw2,w12,w12_err,w23,w23_err,groupcz,deextrestnuvmag,enuvmag,logmstar,logmgas,logmbary,sfr_nuv,sfr_nuv_err,sfr_wise,sfr_wise_err,sfr_nuv_wise,sfr_nuv_wise_err,sfr_nuv_provisional,sfr_nuv_provisional_err,sfr_nuv_wise_provisional,sfr_nuv_wise_provisional_err
rs0010,10,14.026817999999999,13.960011999999999,11.329424000000001,0.00135231,0.00383091,0.00383091,0.104878046,0.15820616,0.93447655,0.7840151999999999,13.5287,13.26955,9.55653,7.6976795,31.940733,13.411434,0.06680584,0.004062587,2.6305885,0.07598717,5633.39,-17.439228,0.0391,8.89,9.379603,9.501455,0.39107290053070093,0.014083478191558309,0.0,0.0,0.39107290053070093,0.014083478191558309,-999.0,-999.0,-999.0,-999.0
rs0011,11,14.760142000000002,14.712826999999999,11.696117,0.004670143,0.011619568,0.011619568,0.0326055,1.04805,0.4232724,0.2751118,14.517651,13.485999999999999,11.17225,8.792826,12.512960000000001,4.4913397,0.047315598,0.012522963,3.0167092999999996,0.22700694,6950.21,-16.812286,0.0746,8.91,9.344985,9.480847,0.21952306711413372,0.015083251173371484,0.0,0.0,0.21952306711413372,0.015083251173371484,-999.0,-999.0,-999.0,-999.0
rs0012,12,12.98962,12.9479685,10.100127,0.001614571,0.004800797,0.004800797,0.031515423,0.022852687000000003,0.1790774,0.34182218,12.85025,12.75325,9.6139145,8.351315,54.349228000000004,23.905345999999998,0.041651726,0.005065025999999999,2.8478413,0.09346377,5361.4,-17.355373,0.0709,9.23,9.557685,9.725072,0.36200668290787014,0.02363951129505926,0.09262509877276277,0.015277248552897495,0.4546317816806329,0.028146417491685206,-999.0,-999.0,-999.0,-999.0
rs0013,13,13.690349,13.612519,11.127211,0.0018539429999999998,0.004250526,0.004250526,0.07575347,0.27490982,1.5219281,0.0,13.3238,13.374701000000002,9.655605,,33.573826000000004,14.028326000000002,0.07782936,0.004637249,2.4853085999999998,0.12266468,5612.29,-17.299149,0.0317,9.110001,9.602691,9.723789,0.3437366034758263,0.010035996668420486,0.0,0.0,0.3437366034758263,0.010035996668420486,-999.0,-999.0,-999.0,-999.0
rs0014,14,-999.0,12.578128,11.966419,-999.0,-999.0,-999.0,0.03141284,0.061533875999999994,0.0927527,0.0,,12.1803,10.6727,,-999.0,-999.0,-999.0,0.002484687,0.61170864,0.1903266,6980.95,-15.511519,0.1499,10.01,8.421584,10.021062,0.06624819309919319,0.009146429017829246,0.05922254997649026,0.00505928731779567,0.12547074307568346,0.010452442391240286,-999.0,-999.0,-999.0,-999.0
rs0015,15,-999.0,15.86859,12.519558,-999.0,-999.0,-999.0,0.21089467,0.5018173,1.1595589,0.02237705,14.82975,14.06975,9.800065,9.657214999999999,-999.0,-999.0,-999.0,0.002484687,3.3490324,0.042519892999999996,7036.69,-16.668129,0.1171,8.57,9.343743,9.411323,0.19222838109758497,0.02073242867350219,0.02945582885972962,0.0006070853604190611,0.22168420995731458,0.02074131508214199,-999.0,-999.0,-999.0,-999.0
rs0016,16,14.462437,14.815004,,0.006293297,0.028461456,0.028461456,0.10663723,,,0.0,14.332451,12.9436,11.235649,,12.941881,4.4908633,-0.35256767,0.029148929,-999.0,0.033389524,5470.96,-16.052841,0.1064,8.39,9.435111,9.472591,0.1090692453940343,0.010688573197530136,0.0,,0.1090692453940343,,-999.0,-999.0,-999.0,-999.0
rs0017,17,12.938605,12.860956,9.893227,0.0008316039999999999,0.001979828,0.001979828,0.13016123,0.024271837,0.23015372,0.64108837,12.4261,12.3612995,9.168381,7.30147,50.233532000000004,22.736626,0.07764912,0.002484687,2.9677296,0.033389524,6979.48,-18.039803,0.0188,9.55,9.404876,9.784502,0.6799658905977977,0.011773902162192852,0.0,0.0,0.6799658905977977,0.011773902162192852,-999.0,-999.0,-999.0,-999.0
rs0018,18,11.113822,11.142593,10.565675,0.0007581710000000001,0.001989365,0.001989365,0.031437367,0.34024709999999997,,0.0,11.08105,11.1102,9.2432,,140.05700000000002,78.62904,-0.0287714,0.002484687,0.5769186,0.29492572,5448.12,-15.517217,0.1395,10.49,8.828447,10.499366,0.06659674948968707,0.008556636341582245,0.0,,0.06659674948968707,,-999.0,-999.0,-999.0,-999.0
rs0019,19,12.994513000000001,13.042504,10.099344,0.001110077,0.003341675,0.003341675,0.03166314,0.035323124,0.13980642,0.66465855,12.712999,12.7276,9.52936,7.9379053,50.21682,19.315239000000002,-0.047991753,0.00352123,2.9431599999999998,0.04865215,4738.59,-17.508049,0.0258,9.309999,9.30172,9.60691,0.4166637072474641,0.009901045736839222,0.07821539087610387,0.01007151989531817,0.49487909812356795,0.014123251031004577,-999.0,-999.0,-999.0,-999.0
rs0020,20,14.944189000000001,15.478886,15.26459,0.005334854,0.026842117000000002,0.026842117000000002,0.31087136,0.13161303,0.0,0.5330024999999999,14.664551000000001,14.8915,,9.60396,9.3627825,2.67793,-0.5346966,0.027367132000000002,-999.0,0.033389524,4772.44,-15.554366,0.0562,8.41,9.211132,9.274869,0.06891484868197309,0.003567176631999014,0.0,0.0,0.06891484868197309,0.003567176631999014,-999.0,-999.0,-999.0,-999.0
rs0021,21,14.672498000000001,14.544735000000001,11.621792,0.001185417,0.00269413,0.00269413,0.04111034,0.12299705,1.161209,1.5101613999999999,14.2609005,14.0156,9.736895,7.64635,25.64978,10.907049,0.12776279999999998,0.0029433909999999996,2.922943,0.04502163,7012.8,-16.054508,0.0965,8.870001,8.306961,8.975,0.10923690764517714,0.009708957883011736,0.0,0.0,0.10923690764517714,0.009708957883011736,-999.0,-999.0,-999.0,-999.0
rs0022,22,12.151356,12.095768,9.020458999999999,0.000566483,0.001235962,0.001235962,0.031499572,0.01832974,0.101227924,0.088847555,11.96795,11.87855,8.630035000000001,5.972944999999999,87.09319,42.57987,0.05558777,0.002484687,3.0753088,0.033389524,4843.48,-17.884434,0.056,9.79,9.478292,9.962562,0.5893060319322826,0.030395176028518715,-999.0,-999.0,0.8905442822436993,0.035899802563884704,-999.0,-999.0,-999.0,-999.0
rs0023,23,14.404323999999999,14.408562,11.595371,0.0021276470000000003,0.00646019,0.00646019,0.85114753,1.0486603,1.4357401,,13.553949,13.34405,10.22252,8.22048,20.195572,7.577071000000001,-0.004238129,0.0068015390000000005,2.8131904999999997,0.11746447,4923.01,-15.485585,0.0735,8.93,8.354298,9.032311,0.06468439953019012,0.004378876570998435,0.0,,0.06468439953019012,,-999.0,-999.0,-999.0,-999.0
rs0024,24,15.640807999999998,15.498573,16.465695999999998,0.005905151,0.017528534,0.017528534,0.4799334,0.22133414,0.0,0.152477,14.9272,15.1663,,11.0566,6.7154929999999995,2.9754419999999997,0.1422348,0.018496495,-999.0,0.033389524,5072.3,-15.001075,0.1323,8.25,8.486211,8.685,0.0413996827304398,0.005044670057757509,0.004217842237778708,0.0005923390304858199,0.045617524968218505,0.005079326876533153,-999.0,-999.0,-999.0,-999.0
rs0025,25,12.447111,12.518999,,0.00131321,0.003925324,0.003925324,0.03418368,0.3094333,0.0,0.0,12.23405,11.9394,,,88.56734499999999,39.149117,-0.07188797,0.004139165,-999.0,0.033389524,5105.83,-15.4756,0.0398,9.01,9.147941,9.385454,0.06409239718993263,0.0023494441198745547,-0.0,0.0,0.06409239718993263,0.0023494441198745547,-999.0,-999.0,-999.0,-999.0
rs0026,26,15.672488000000001,15.795935,,0.003557205,0.01198101,0.01198101,0.21953698,0.34833902,0.0,0.0,15.28035,15.221848999999999,,,10.313701,2.7692847,-0.123446465,0.012497933000000001,-999.0,0.033389524,5087.89,-12.775315,1.5706,8.71,7.633899,8.745,0.005329571618955615,0.007709636550269358,-0.0,0.0,0.005329571618955615,0.007709636550269358,-999.0,-999.0,-999.0,-999.0
rs0027,27,14.139301999999999,14.16189,12.415984,0.000606537,0.0016675000000000001,0.0016675000000000001,0.05136066,0.11805146,0.46656772,0.0,13.727448999999998,13.75175,11.498051,,33.905594,12.920368,-0.022587776,0.002484687,1.7459058999999997,0.07493349,4765.63,-15.128139,0.0997,9.13,7.719994,9.146576,0.046539532659883164,0.004273588457049522,0.0,0.0,0.046539532659883164,0.004273588457049522,-999.0,-999.0,-999.0,-999.0
rs0028,28,15.348713,15.436685999999998,16.824766,0.003890991,0.008958816999999999,0.008958816999999999,0.5087543,,0.0,0.03801441,14.9415,13.068,,9.352035,12.055649,3.926993,-0.08797264,0.009767302,-999.0,0.033389524,5087.89,-12.351359,0.7657,8.57,7.845315,8.6449995,0.00360670562317194,0.002543575548518935,0.020397733339833645,0.000714176974897732,0.024004438963005584,0.0026419359043128726,-999.0,-999.0,-999.0,-999.0
rs0029,29,11.247364,11.277113,10.579632,0.000370979,0.000704765,0.000704765,0.03844873,0.020753741000000003,0.59074277,,11.046,11.05945,9.654760000000001,7.0647199999999994,167.61900000000003,87.083115,-0.029748917000000003,0.002484687,0.69748116,0.057469875,5087.89,-15.732856,0.1638,10.309999,9.567799,10.382268,0.08122864431976821,0.012254596007682162,0.0,,0.08122864431976821,,-999.0,-999.0,-999.0,-999.0
rs0030,30,12.881723,12.924612,9.660508,0.004250526,0.012380123,0.012380123,0.21897586,0.062060755,0.24116874,0.4592297000000001,12.697000000000001,12.767000000000001,9.516160000000001,7.747914999999999,33.62984,16.41329,-0.04288864,0.013089478,3.264104,0.112739496,5087.89,-17.700554,0.0223,9.23,9.517221,9.697965,0.49749436441817824,0.010218069162480851,0.0,0.0,0.49749436441817824,0.010218069162480851,-999.0,-999.0,-999.0,-999.0
rs0031,31,11.976108,11.992398,11.559619999999999,0.000590324,0.001296997,0.001296997,0.17107379999999997,1.3752042,,0.0,11.58835,10.427935,10.0121,9.778830000000001,88.03002,50.265644,-0.016290665,0.002484687,0.43277836,0.15272929999999998,5087.89,-15.061164,0.2007,9.99,9.411902,10.091809,0.043755484093643486,0.008088272395304925,0.013767779756021744,,0.05752326384966523,,-999.0,-999.0,-999.0,-999.0
rs0032,32,9.402911,9.484167999999999,9.946022,0.0012416839999999998,0.003996849,0.003996849,0.47379524,0.16157843,,,8.950035,9.323311,9.000805,4.6298,447.11492999999996,254.45697,-0.08125687,0.004185281,-999.0,0.033389524,5087.89,-17.240757,0.4923,11.01,9.19214,11.016556,0.32573868328959793,0.14769809018032193,0.0,,0.32573868328959793,,-999.0,-999.0,-999.0,-999.0
rs0033,33,12.202306,12.320444,,0.0018014910000000001,0.004982948,0.004982948,0.044590544,0.036384802,0.0,0.0,12.1235,12.3428,,,90.94456,42.119816,-0.11813831,0.005298598000000001,-999.0,0.033389524,5048.03,-14.697719,0.3881,9.950001,8.568922,9.967695,0.03130791101643334,0.011191117223983959,-0.0,0.0,0.03130791101643334,0.011191117223983959,-999.0,-999.0,-999.0,-999.0
rs0034,34,14.718001000000001,14.522583,16.198675,0.00574398,0.022720337,0.022720337,0.43616652,0.16788512,0.0,0.0,14.1723995,13.4176,,,6.813453,2.7684734,0.19541836,0.023435166,-999.0,0.033389524,5087.89,-17.248219,0.0689,8.610001,9.50659,9.55847,0.3279849962773147,0.020813676690124874,-0.0,0.0,0.3279849962773147,0.020813676690124874,-999.0,-999.0,-999.0,-999.0
rs0035,35,14.53934,14.452983999999999,11.842541,0.0036525729999999997,0.014988898999999998,0.014988898999999998,0.09612792,1.0631311,0.8956374,0.022519998,14.3577,13.27005,10.91695,8.669335,13.813644,5.2197027,0.08635616,0.015427521000000001,2.610443,0.27235679999999995,4843.27,-16.417984,0.0695,8.55,9.017361,9.14476,0.15267221220668512,0.009772837778844069,0.03466281847267495,0.0007189652507285591,0.18733503067936008,0.009799248404003088,-999.0,-999.0,-999.0,-999.0
rs0037,36,15.715667000000002,15.379375,,0.006524086,0.015794753999999998,0.015794753999999998,0.31762025,1.4964639,0.0,0.033054400000000005,15.5522,13.835,,9.26768,8.243675999999999,3.3508532,0.3362913,0.01708912,-999.0,0.033389524,5087.89,-15.273347,0.2384,8.35,8.451968,8.705,0.05319918115477242,0.011681184371349754,0.022045700849959705,0.0006711643316133526,0.07524488200473213,0.011700449986111463,-999.0,-999.0,-999.0,-999.0
rs0038,37,14.089348000000001,14.243035,11.791583000000001,0.003777027,0.013065338000000001,0.013065338000000001,0.88312495,0.9632136999999998,,0.0,13.566298999999999,12.8903,8.25802,,13.352554000000001,4.598216000000001,-0.15368748,0.013600331,2.4514522999999997,0.39229032,5087.89,-15.376584,0.0413,9.110001,8.509862,9.207295,0.05850592387011733,0.0022254904007241536,0.0,,0.05850592387011733,,-999.0,-999.0,-999.0,-999.0
rs0039,38,14.905222,15.167751,12.608023,0.003046036,0.011552811000000001,0.011552811000000001,0.17609544,0.84473246,0.9335235000000001,0.21941622,14.3257,13.985848999999998,11.70265,10.91485,13.928818,4.5467973,-0.26252937,0.011947625,2.5597286,0.2803828,4763.39,-15.261014,0.0482,8.610001,8.754279,8.989134,0.05259833516736709,0.0023350409678934737,0.0,0.0,0.05259833516736709,0.0023350409678934737,-999.0,-999.0,-999.0,-999.0
rs0040,39,15.134891,15.062249,13.073132000000001,0.001995564,0.004862309,0.004862309,0.24804389999999998,0.6549998,0.6894172,0.0,14.22735,13.70325,11.87155,,15.251306,6.0797577,0.07264137,0.005255884000000001,1.9891176,0.18013507,5087.89,-14.935082,0.0934,8.75,8.503391,8.945,0.038958225913951455,0.003351364369342857,0.0,0.0,0.038958225913951455,0.003351364369342857,-999.0,-999.0,-999.0,-999.0
rs0041,40,14.016809,14.191357,11.031538000000001,0.013533115,0.05155754,0.05155754,0.11089115,1.3878522,1.5670482,0.0,13.836451,13.1098995,9.7443905,,13.508295,4.807671,-0.1745472,0.053304084,3.1598186000000004,1.0617346,5005.29,-15.934567,0.0527,8.83,9.1028595,9.288546,0.0978121574344255,0.0047476527252188075,0.0,0.0,0.0978121574344255,0.0047476527252188075,-999.0,-999.0,-999.0,-999.0
rs0042,41,12.800215,14.592951000000001,,0.00358963,0.05841446,0.05841446,0.5405778,0.7163964,,0.0,13.9091,13.87755,12.3498,,62.00776,5.744432,-1.792736,0.05852465,-999.0,0.033389524,6943.68,-17.590504,0.0277,9.05,9.507711,9.637585,0.4495387706863575,0.011468924375804868,0.0,,0.4495387706863575,,-999.0,-999.0,-999.0,-999.0
rs0043,42,16.855028,16.537415,18.07558,0.005813599,0.011774063000000001,0.011774063000000001,1.4493871,0.7270018,0.0,0.0,15.2612,15.5718,,,4.788568499999999,2.2947035,0.3176136,0.013131127,-999.0,0.033389524,6867.0,-16.024979,0.0842,8.21,8.810387,8.907632,0.10630576023336175,0.008244123422415374,-0.0,0.0,0.10630576023336175,0.008244123422415374,-999.0,-999.0,-999.0,-999.0
rs0044,43,12.275260000000001,12.292583,11.453871000000001,0.000730515,0.001794815,0.001794815,0.03166777,0.018170342,0.78416353,0.0,12.1065,12.08605,11.68985,,79.439316,30.895765,-0.017323494,0.002484687,0.8387127000000001,0.17166123,4763.39,-15.082055,0.1083,9.87,8.045538,9.876458,0.04460550998691247,0.004449310453257636,0.0,0.0,0.04460550998691247,0.004449310453257636,-999.0,-999.0,-999.0,-999.0
rs0045,44,13.923815,13.839634,11.632563000000001,0.00230217,0.005578041,0.005578041,0.15558487,0.22000164,0.5612456,0.21111058,13.485001,13.2645,10.56445,9.946505,21.384332999999998,8.32068,0.08418083,0.006034445,2.2070713,0.18777932,4861.26,-15.57162,0.0963,9.01,8.93656,9.275861,0.07001867660482748,0.0062103497982246856,0.010770010793230573,0.002094121219501631,0.08078868739805806,0.006553913967872663,-999.0,-999.0,-999.0,-999.0
rs0046,45,13.631409,13.560008999999999,,0.00253582,0.006487845999999999,0.006487845999999999,0.099746615,0.042527094,0.0,0.141214,13.12185,13.197201000000002,,10.2275,38.433193,16.401915,0.07139969,0.006965811999999999,-999.0,0.033389524,4763.39,-15.948621,0.0441,8.37,9.217992,9.275623,0.09908655461326718,0.004024659212440807,0.00798275481193083,0.0010382602450501545,0.10706930942519802,0.00415642467906448,-999.0,-999.0,-999.0,-999.0
rs1315,46,13.762853,13.602678,9.877374,0.0005674359999999999,0.0009632110000000001,0.0009632110000000001,0.08892495,0.09383521,0.24324043,0.9532158000000002,13.0348,12.6779,8.497416000000001,6.561655,53.535976,29.423796000000003,0.16017437,0.002484687,3.7253046000000003,0.033389524,7183.66,-18.167118,0.0647,9.17,9.367107,9.580671,0.7645650567764001,0.04556113214227684,0.0,0.0,0.7645650567764001,0.04556113214227684,-999.0,-999.0,-999.0,-999.0
rs0047,47,15.857477,15.770748999999999,,0.004484177,0.012503624,0.012503624,0.22697288,0.35176015,0.0,0.0,14.67185,14.8854,,,6.830681299999999,2.6248337999999998,0.08672809599999999,0.01328339,-999.0,0.033389524,5787.4,-15.528497,0.0664,8.190001,9.240302,9.277355,0.0672920416708633,0.004115355408126785,-0.0,0.0,0.0672920416708633,0.004115355408126785,-999.0,-999.0,-999.0,-999.0
rs0048,48,12.478552,12.452492999999999,9.092114,0.000957489,0.002081394,0.002081394,0.03427469,0.07978068,0.032439895,0.50452363,12.2248,12.2316,8.733265,6.341215,59.143875,26.706872999999998,0.02605915,0.002484687,3.3603782999999994,0.033389524,5117.6,-18.278217,0.0179,9.39,9.336797,9.665243,0.8469397267674753,0.01396308542223238,0.18991741992751981,0.005674399669201528,1.0368571466949952,0.01507204585032811,-999.0,-999.0,-999.0,-999.0
rs0049,49,10.807891,10.845505000000001,10.502848,0.00044632,0.000704765,0.000704765,0.03257709,0.029759431,0.16658900000000001,0.0,10.6032,10.5951,9.2997,,173.09215,99.69613000000001,-0.03761387,0.002484687,0.3426571,0.09730594599999999,5045.26,-15.472428,0.3833,10.389999,8.874633,10.403057,0.06390526669307335,0.02256061613532769,0.10955322182981182,0.01680920429053222,0.17345848852288517,0.028134156274650476,-999.0,-999.0,-999.0,-999.0
rs1316,50,15.954298999999999,16.285235999999998,14.09055,0.002579689,0.010248184,0.010248184,0.14734484,0.38417566,0.0,0.0,15.315451000000001,15.2095,,,8.78638,2.7076208999999998,-0.33093740000000005,0.010567878999999999,2.194686,0.32205772,7258.76,-15.67937,0.166,8.690001,8.288097,8.835,0.07732423464919803,0.011822226701609938,-0.0,0.0,0.07732423464919803,0.011822226701609938,-999.0,-999.0,-999.0,-999.0
rs0050,51,12.093625999999999,12.054183,9.107439999999999,0.00284195,0.010165215,0.010165215,0.144602,0.24907081,0.26483852,0.00298264,12.0602,12.035351,9.225783999999999,4.68398,69.64344,26.873596000000003,0.039443016000000004,0.010555011000000001,2.946743,0.14761014,4921.96,-18.351257,0.0271,9.71,9.346785,9.866336,0.905877829212687,0.022610736667637393,1.4060625839301042,0.0038626127478797096,2.311940413142791,0.02293829091046944,-999.0,-999.0,-999.0,-999.0
rs0051,52,14.167098000000001,14.206412,11.336905,0.000781059,0.00174427,0.00174427,0.15297702,0.08195533,0.5951009,1.0211923,13.45485,13.4772,9.585199000000001,7.70585,36.483740000000004,16.107077,-0.03931427,0.002484687,2.8695077999999996,0.033389524,4963.57,-16.393261,0.0634,9.110001,9.28281,9.505975,0.14923519657232728,0.008714372991189514,0.0,0.0,0.14923519657232728,0.008714372991189514,-999.0,-999.0,-999.0,-999.0
rs0052,53,12.734755,12.644817,9.831273,0.0015602110000000001,0.004243851,0.004243851,0.032718934,0.19478662,0.37239802,,12.5393,12.55805,9.412239,8.616430000000001,65.38564000000001,27.815245,0.08993721,0.004521563,2.8135442999999998,0.08048001,4921.96,-17.551277,0.0189,9.41,9.751956,9.914829,0.43358834484900494,0.007547707526384904,0.0,,0.43358834484900494,,-999.0,-999.0,-999.0,-999.0
rs0053,54,10.021576,9.975807000000001,6.748558,0.0006237030000000001,0.0012006760000000001,0.0012006760000000001,0.035009835,0.023474405,0.017235009,0.054386035,9.90434,9.86631,6.67627,4.96436,319.46576,192.43298000000001,0.045768737999999996,0.002484687,3.2272491000000003,0.033389524,4963.57,-19.923477,0.0149,10.57,9.760419,10.632593,3.8544082893954363,0.05289561494723273,-999.0,-999.0,5.000659777494678,0.060432548314981384,-999.0,-999.0,-999.0,-999.0
rs0054,55,12.971857,13.046375,,0.008989334,0.03133011,0.03133011,2.0731578,2.3986926,,,9.700325,7.942639999999999,11.09255,7.4851703999999994,18.363575,6.603517500000001,-0.074518204,0.03259423,-999.0,0.033389524,4879.1,-17.111027,0.0383,9.110001,9.563048,9.694132,0.2890524000561382,0.010196501867610211,0.0,,0.2890524000561382,,-999.0,-999.0,-999.0,-999.0
rs0055,56,12.223217,12.090563000000001,8.807526,0.004673958,0.016541958,0.016541958,0.21655583,0.2225085,0.5170875,,12.0936,11.98845,9.0343895,6.3141099999999994,83.324104,42.920094,0.13265419,0.017189598,3.2830372000000003,0.23154962,7048.06,-18.810638,0.016,9.67,10.03812,10.192979,1.3829975979853641,0.020380601857700034,0.0,,1.3829975979853641,,-999.0,-999.0,-999.0,-999.0
rs0056,57,13.986225,13.992033,11.147938,0.001038551,0.003388405,0.003388405,0.14010668,0.21801975,1.0167876,1.4452459999999998,13.3592,13.314751000000001,9.446225,8.082345,27.099090000000004,10.049233000000001,-0.0058078769999999995,0.003543992,2.8440952,0.054843772,7048.06,-17.748478,0.034,9.190001,9.5041895,9.675939,0.5199447854302793,0.01628214831237167,0.0,0.0,0.5199447854302793,0.01628214831237167,-999.0,-999.0,-999.0,-999.0
rs0057,58,15.652089000000002,15.748032,,0.002603531,0.011857986000000001,0.011857986000000001,0.10546757,0.25227135,0.0492811,0.018987643999999998,15.14585,14.8943,12.5161,9.298969,10.244351,3.4035902,-0.0959425,0.012140436999999999,-999.0,0.033389524,4973.4,-15.996148,0.1737,8.37,8.855619,8.978449,0.10352004642698487,0.016561519963069798,-999.0,-999.0,0.11650473569820921,0.016562957705832944,-999.0,-999.0,-999.0,-999.0
rs0058,59,16.034018,15.821470000000001,,0.0065517430000000005,0.013975143,0.013975143,0.85046554,0.39226059999999996,0.0,0.0,14.494948999999998,15.1037,13.1895,,5.344213,2.7490962000000003,0.2125473,0.0154347,-999.0,0.033389524,4973.1,-15.856462,0.0955,8.2300005,8.512718,8.695,0.09102294699313844,0.008006265202867542,0.0029593233423332076,0.0,0.09398227033547164,0.008006265202867542,-999.0,-999.0,-999.0,-999.0
rs1317,60,15.055714000000002,15.000029999999999,12.587839,0.0036344529999999997,0.01000309,0.01000309,0.11952894,,0.08432008,0.026072845,14.82185,12.2123,11.7334,9.164104,10.795439,4.355996,0.05568409,0.010642887,2.4121904,0.37418340000000005,7091.35,-16.539665,0.0676,9.07,8.6681,9.215,0.17077849176893742,0.010632993529395483,-999.0,-999.0,0.20583763358474452,0.010685438040888326,-999.0,-999.0,-999.0,-999.0
