name,Unnamed: 0,apmw1,apmw2,apmw3,eapmw1,eapmw2,eapmw3,emw1,emw2,emw3,emw4,mw1,mw2,mw3,mw4,peak_snrw1,peak_snrw2,w12,w12_err,w23,w23_err,groupcz,deextrestnuvmag,enuvmag,logmstar,logmgas,logmbary,sfr_nuv,sfr_nuv_err,sfr_wise,sfr_wise_err,sfr_nuv_wise,sfr_nuv_wise_err,sfr_nuv_provisional,sfr_nuv_provisional_err,sfr_nuv_wise_provisional,sfr_nuv_wise_provisional_err
rs0010,10,14.026817999999999,13.960011999999999,11.329424000000001,0.0013523101999999999,0.0038309096999999998,0.0038309096999999998,0.00215626,0.00540829,0.00985336,0.016186700000000002,13.5919,13.4154,10.4908,8.47545,31.940733,13.411434,0.06680584,0.004062587,2.6305885,0.07598717,5633.39,-17.439228,0.0391,8.89,9.379603,9.501455,0.39107290053070093,0.014083478191558309,-999.0,-999.0,0.4419042764650214,0.014091196573611525,-999.0,-999.0,-999.0,-999.0
rs0011,11,14.760142000000002,14.712826999999999,11.696117,0.004670143,0.011619568,0.011619568,0.00651932,0.0183544,0.0326738,0.0163765,14.5344,14.6312,11.5914,8.51807,12.512960000000001,4.4913397,0.047315598,0.012522963,3.0167092999999996,0.22700694,6950.21,-16.812286,0.0746,8.91,9.344985,9.480847,0.21952306711413372,0.015083251173371484,-999.0,-999.0,0.2731424098600994,0.015100695863595881,-999.0,-999.0,-999.0,-999.0
rs0012,12,12.98962,12.9479685,10.100127,0.0016145706,0.0048007965,0.0048007965,0.00180054,0.0050478,0.00958157,0.028776200000000002,12.8744,12.7605,9.78566,8.68832,54.349228000000004,23.905345999999998,0.041651726,0.0050650258,2.8478413,0.09346377,5361.4,-17.355373,0.0709,9.23,9.557685,9.725072,0.36200668290787014,0.02363951129505926,-999.0,-999.0,0.4224132204179618,0.02364855568783801,-999.0,-999.0,-999.0,-999.0
rs0013,13,13.690349,13.612519,11.127211,0.0018539429,0.0042505264,0.0042505264,0.00196552,0.0110407,0.0372643,0.006877185,13.3904,13.8173,11.2451,0.0,33.573826000000004,14.028326000000002,0.07782936,0.004637249,2.4853085999999998,0.12266468,5612.29,-17.299149,0.0317,9.110001,9.602691,9.723789,0.3437366034758263,0.010035996668420486,0.0225932288105959,0.0007754377653402876,0.3663298322864222,0.010065909440108382,-999.0,-999.0,-999.0,-999.0
rs0014,14,-999.0,12.578128,11.966419,-999.0,-999.0,-999.0,0.000958443,0.002497675,0.0560493,0.006877185,0.0,0.0,12.0462,-999.0,-999.0,-999.0,-999.0,0.0024846867,0.61170864,0.1903266,6980.95,-15.511519,0.1499,10.01,8.421584,10.021062,0.06624819309919319,0.009146429017829246,0.016714258057065647,0.0008628453762639207,0.08296245115625883,0.009187037929688158,-999.0,-999.0,-999.0,-999.0
rs0015,15,-999.0,15.86859,12.519558,-999.0,-999.0,-999.0,0.000958443,0.00964546,0.0116549,0.0327435,0.0,14.8761,10.9541,9.64306,-999.0,-999.0,-999.0,0.0024846867,3.3490324,0.042519892999999996,7036.69,-16.668129,0.1171,8.57,9.343743,9.411323,0.19222838109758497,0.02073242867350219,-999.0,-999.0,0.23036649477948143,0.020738809106584113,-999.0,-999.0,-999.0,-999.0
rs0016,16,14.462437,14.815004,,0.006293297,0.028461456,0.028461456,0.0116215,0.002497675,0.0045318576000000005,0.006877185,14.8589,-999.0,-999.0,-999.0,12.941881,4.4908633,-0.35256767,0.029148929,-999.0,0.033389524,5470.96,-16.052841,0.1064,8.39,9.435111,9.472591,0.1090692453940343,0.010688573197530136,-0.0,0.0,0.1090692453940343,0.010688573197530136,-999.0,-999.0,-999.0,-999.0
rs0017,17,12.938605,12.860956,9.893227,0.0008316039999999999,0.0019798279000000003,0.0019798279000000003,0.000958443,0.00297451,0.005710600000000001,0.014328,12.4719,12.3767,9.368219999999999,7.94089,50.233532000000004,22.736626,0.07764912,0.0024846867,2.9677296,0.033389524,6979.48,-18.039803,0.0188,9.55,9.404876,9.784502,0.6799658905977977,0.011773902162192852,-999.0,-999.0,0.8487832869483156,0.011821838395532185,-999.0,-999.0,-999.0,-999.0
rs0018,18,11.113822,11.142593,10.565675,0.0007581711,0.0019893645999999997,0.0019893645999999997,0.000958443,0.002497675,0.0045318576000000005,0.006877185,11.1241,10.7377,-999.0,0.0,140.05700000000002,78.62904,-0.0287714,0.0024846867,0.5769186,0.29492572,5448.12,-15.517217,0.1395,10.49,8.828447,10.499366,0.06659674948968707,0.008556636341582245,0.0,0.0,0.06659674948968707,0.008556636341582245,-999.0,-999.0,-999.0,-999.0
rs0019,19,12.994513000000001,13.042504,10.099344,0.0011100769,0.0033416747999999996,0.0033416747999999996,0.00137901,0.00413322,0.00595665,0.05687709999999999,12.7363,12.751,9.64048,9.66869,50.21682,19.315239000000002,-0.047991753,0.00352123,2.9431599999999998,0.04865215,4738.59,-17.508049,0.0258,9.309999,9.30172,9.60691,0.4166637072474641,0.009901045736839222,-999.0,-999.0,0.4585755682812671,0.009908989535274896,-999.0,-999.0,-999.0,-999.0
rs0020,20,14.944189000000001,15.478886,15.26459,0.005334854,0.026842117000000002,0.026842117000000002,0.00939274,0.002497675,0.0045318576000000005,0.0797863,14.9896,-999.0,0.0,10.1366,9.3627825,2.67793,-0.5346966,0.027367132000000002,-999.0,0.033389524,4772.44,-15.554366,0.0562,8.41,9.211132,9.274869,0.06891484868197309,0.003567176631999014,0.008712873960724142,0.0006402733671825819,0.07762772264269724,0.003624182543499037,-999.0,-999.0,-999.0,-999.0
rs0021,21,14.672498000000001,14.544735000000001,11.621792,0.0011854172,0.00269413,0.00269413,0.00266838,0.00715256,0.011501299999999999,0.021557800000000002,14.2565,14.1437,10.8966,9.142669999999999,25.64978,10.907049,0.12776279999999998,0.0029433909999999996,2.922943,0.04502163,7012.8,-16.054508,0.0965,8.870001,8.306961,8.975,0.10923690764517714,0.009708957883011736,-999.0,-999.0,0.1570472192669459,0.009723572131939601,-999.0,-999.0,-999.0,-999.0
rs0022,22,12.151356,12.095768,9.020458999999999,0.00056648254,0.0012359619,0.0012359619,0.000958443,0.002497675,0.00480938,0.006877185,0.0,11.880999999999998,8.73242,6.06119,87.09319,42.57987,0.05558777,0.0024846867,3.0753088,0.033389524,4843.48,-17.884434,0.056,9.79,9.478292,9.962562,0.5893060319322826,0.030395176028518715,-999.0,-999.0,0.8659133396377756,0.030421702307009003,-999.0,-999.0,-999.0,-999.0
rs0023,23,14.404323999999999,14.408562,11.595371,0.0021276474,0.00646019,0.00646019,0.00261116,0.0096941,0.0313568,0.006877185,14.4048,14.3921,11.6743,-999.0,20.195572,7.577071000000001,-0.0042381287,0.0068015390000000005,2.8131904999999997,0.11746447,4923.01,-15.485585,0.0735,8.93,8.354298,9.032311,0.06468439953019012,0.004378876570998435,0.011707912621609026,0.00033813247903532345,0.07639231215179915,0.004391912293912253,-999.0,-999.0,-999.0,-999.0
rs0024,24,15.640807999999998,15.498573,16.465695999999998,0.0059051514,0.017528534,0.017528534,0.0111036,0.029223400000000004,0.0045318576000000005,0.006877185,15.5254,15.3825,-999.0,-999.0,6.7154929999999995,2.9754419999999997,0.1422348,0.018496495,-999.0,0.033389524,5072.3,-15.001075,0.1323,8.25,8.486211,8.685,0.0413996827304398,0.005044670057757509,-0.0,0.0,0.0413996827304398,0.005044670057757509,-999.0,-999.0,-999.0,-999.0
rs0025,25,12.447111,12.518999,,0.0013132095,0.003925323499999999,0.003925323499999999,0.00118828,0.00373173,0.0045318576000000005,0.006877185,12.2275,12.2939,0.0,0.0,88.56734499999999,39.149117,-0.07188797,0.0041391645000000005,-999.0,0.033389524,5105.83,-15.4756,0.0398,9.01,9.147941,9.385454,0.06409239718993263,0.0023494441198745547,0.0,0.0,0.06409239718993263,0.0023494441198745547,-999.0,-999.0,-999.0,-999.0
rs0026,26,15.672488000000001,15.795935,,0.0035572052,0.01198101,0.01198101,0.00830841,0.03281969999999999,0.0045318576000000005,0.006877185,15.5453,15.6127,-999.0,-999.0,10.313701,2.7692847,-0.123446465,0.012497933000000001,-999.0,0.033389524,5087.89,-12.775315,1.5706,8.71,7.633899,8.745,0.005329571618955615,0.007709636550269358,-0.0,0.0,0.005329571618955615,0.007709636550269358,-999.0,-999.0,-999.0,-999.0
rs0027,27,14.139301999999999,14.16189,12.415984,0.0006065368700000001,0.0016674995000000002,0.0016674995000000002,0.00154924,0.00651836,0.029892000000000002,0.006877185,13.7413,13.9318,11.9642,-999.0,33.905594,12.920368,-0.022587776,0.0024846867,1.7459058999999997,0.07493349,4765.63,-15.128139,0.0997,9.13,7.719994,9.146576,0.046539532659883164,0.004273588457049522,0.008400375874757449,0.00023127536370972206,0.05493990853464061,0.004279841888912017,-999.0,-999.0,-999.0,-999.0
rs0028,28,15.348713,15.436685999999998,16.824766,0.0038909912,0.0089588165,0.0089588165,0.0101271,0.002497675,0.0045318576000000005,0.0277867,15.5794,-999.0,-999.0,9.38734,12.055649,3.926993,-0.08797264,0.009767302,-999.0,0.033389524,5087.89,-12.351359,0.7657,8.57,7.845315,8.6449995,0.00360670562317194,0.002543575548518935,0.019745126022125557,0.0005053270682460293,0.023351831645297496,0.002593285949702718,-999.0,-999.0,-999.0,-999.0
rs0029,29,11.247364,11.277113,10.579632,0.0003709793,0.0007047653,0.0007047653,0.000958443,0.002497675,0.0157709,0.006877185,0.0,11.0711,10.2297,-999.0,167.61900000000003,87.083115,-0.029748917000000003,0.0024846867,0.69748116,0.057469875,5087.89,-15.732856,0.1638,10.309999,9.567799,10.382268,0.08122864431976821,0.012254596007682162,0.04730787769588974,0.0006871722662323068,0.12853652201565796,0.012273847360749539,-999.0,-999.0,-999.0,-999.0
rs0030,30,12.881723,12.924612,9.660508,0.0042505264,0.012380123,0.012380123,0.00218344,0.007501600000000001,0.00959015,0.0273194,12.9092,13.1017,9.73621,8.2057,33.62984,16.41329,-0.04288864,0.013089478,3.264104,0.112739496,5087.89,-17.700554,0.0223,9.23,9.517221,9.697965,0.49749436441817824,0.010218069162480851,-999.0,-999.0,0.5640739533994137,0.010249944580497945,-999.0,-999.0,-999.0,-999.0
rs0031,31,11.976108,11.992398,11.559619999999999,0.0005903244000000001,0.0012969971,0.0012969971,0.000958443,0.002497675,0.0045318576000000005,0.165863,11.7129,9.14887,-999.0,9.778830000000001,88.03002,50.265644,-0.016290665,0.0024846867,0.43277836,0.15272929999999998,5087.89,-15.061164,0.2007,9.99,9.411902,10.091809,0.043755484093643486,0.008088272395304925,0.013767779756021744,0.002103241324794678,0.05752326384966523,0.008357258785688985,-999.0,-999.0,-999.0,-999.0
rs0032,32,9.402911,9.484167999999999,9.946022,0.0012416839999999998,0.003996849,0.003996849,0.000958443,0.002497675,0.0045318576000000005,0.006877185,9.367980000000001,9.46175,-999.0,-999.0,447.11492999999996,254.45697,-0.08125687,0.004185281,-999.0,0.033389524,5087.89,-17.240757,0.4923,11.01,9.19214,11.016556,0.32573868328959793,0.14769809018032193,-0.0,0.0,0.32573868328959793,0.14769809018032193,-999.0,-999.0,-999.0,-999.0
rs0033,33,12.202306,12.320444,,0.0018014907999999998,0.0049829483,0.0049829483,0.00124836,0.00493479,0.0045318576000000005,0.006877185,12.2187,12.4741,-999.0,-999.0,90.94456,42.119816,-0.11813831,0.005298598000000001,-999.0,0.033389524,5048.03,-14.697719,0.3881,9.950001,8.568922,9.967695,0.03130791101643334,0.011191117223983959,-0.0,0.0,0.03130791101643334,0.011191117223983959,-999.0,-999.0,-999.0,-999.0
rs0034,34,14.718001000000001,14.522583,16.198675,0.0057439804,0.022720337,0.022720337,0.00658703,0.002497675,0.0045318576000000005,0.006877185,14.5977,-999.0,0.0,-999.0,6.813453,2.7684734,0.19541836,0.023435166,-999.0,0.033389524,5087.89,-17.248219,0.0689,8.610001,9.50659,9.55847,0.3279849962773147,0.020813676690124874,0.0,0.0,0.3279849962773147,0.020813676690124874,-999.0,-999.0,-999.0,-999.0
rs0035,35,14.53934,14.452983999999999,11.842541,0.0036525726,0.014988898999999998,0.014988898999999998,0.00411224,0.013012899999999999,0.0365801,0.021184,14.3457,14.331,11.9645,8.64986,13.813644,5.2197027,0.08635616,0.0154275205,2.610443,0.27235679999999995,4843.27,-16.417984,0.0695,8.55,9.017361,9.14476,0.15267221220668512,0.009772837778844069,-999.0,-999.0,0.1746542623358466,0.009779991581483165,-999.0,-999.0,-999.0,-999.0
rs0037,36,15.715667000000002,15.379375,,0.006524086,0.015794753999999998,0.015794753999999998,0.0106926,0.0251808,0.0045318576000000005,0.006877185,15.8269,15.4014,0.0,0.0,8.243675999999999,3.3508532,0.3362913,0.01708912,-999.0,0.033389524,5087.89,-15.273347,0.2384,8.35,8.451968,8.705,0.05319918115477242,0.011681184371349754,0.0,0.0,0.05319918115477242,0.011681184371349754,-999.0,-999.0,-999.0,-999.0
rs0038,37,14.089348000000001,14.243035,11.791583000000001,0.0037770271,0.013065338000000001,0.013065338000000001,0.00551558,0.0641379,0.0045318576000000005,0.006877185,14.3505,15.7245,-999.0,-999.0,13.352554000000001,4.598216000000001,-0.15368748,0.013600331,2.4514522999999997,0.39229032,5087.89,-15.376584,0.0413,9.110001,8.509862,9.207295,0.05850592387011733,0.0022254904007241536,-0.0,0.0,0.05850592387011733,0.0022254904007241536,-999.0,-999.0,-999.0,-999.0
rs0039,38,14.905222,15.167751,12.608023,0.0030460358,0.011552811000000001,0.011552811000000001,0.00481606,0.0170431,0.068984,0.120066,14.5731,14.8305,12.6355,11.1287,13.928818,4.5467973,-0.26252937,0.011947625,2.5597286,0.2803828,4763.39,-15.261014,0.0482,8.610001,8.754279,8.989134,0.05259833516736709,0.0023350409678934737,-999.0,-999.0,0.05659991715060419,0.002347359739499893,-999.0,-999.0,-999.0,-999.0
rs0040,39,15.134891,15.062249,13.073132000000001,0.0019955635,0.0048623085,0.0048623085,0.00310516,0.00835037,0.04695030000000001,0.006877185,14.4119,14.3555,12.5472,-999.0,15.251306,6.0797577,0.07264137,0.005255884000000001,1.9891176,0.18013507,5087.89,-14.935082,0.0934,8.75,8.503391,8.945,0.038958225913951455,0.003351364369342857,0.005596718522740115,0.0002420179160524009,0.04455494443669157,0.0033600916368145667,-999.0,-999.0,-999.0,-999.0
rs0041,40,14.016809,14.191357,11.031538000000001,0.013533115,0.05155754,0.05155754,0.00759792,0.0238857,0.045785,0.006877185,14.252,14.4977,11.4724,0.0,13.508295,4.807671,-0.1745472,0.053304084,3.1598186000000004,1.0617346,5005.29,-15.934567,0.0527,8.83,9.1028595,9.288546,0.0978121574344255,0.0047476527252188075,0.014575938140152546,0.0006146606558962013,0.11238809557457805,0.00478727627374735,-999.0,-999.0,-999.0,-999.0
rs0042,41,12.800215,14.592951000000001,,0.0035896301,0.05841446,0.05841446,0.00155258,0.021012799999999998,0.0045318576000000005,0.006877185,12.7953,14.599,-999.0,-999.0,62.00776,5.744432,-1.792736,0.05852465,-999.0,0.033389524,6943.68,-17.590504,0.0277,9.05,9.507711,9.637585,0.4495387706863575,0.011468924375804868,-0.0,0.0,0.4495387706863575,0.011468924375804868,-999.0,-999.0,-999.0,-999.0
rs0043,42,16.855028,16.537415,18.07558,0.0058135986,0.011774063000000001,0.011774063000000001,0.0272942,0.0450516,0.0045318576000000005,0.006877185,16.8797,16.2962,-999.0,-999.0,4.788568499999999,2.2947035,0.3176136,0.013131127,-999.0,0.033389524,6867.0,-16.024979,0.0842,8.21,8.810387,8.907632,0.10630576023336175,0.008244123422415374,-0.0,0.0,0.10630576023336175,0.008244123422415374,-999.0,-999.0,-999.0,-999.0
rs0044,43,12.275260000000001,12.292583,11.453871000000001,0.0007305145,0.0017948151,0.0017948151,0.000958443,0.002497675,0.138308,0.006877185,0.0,12.0896,12.7875,0.0,79.439316,30.895765,-0.017323494,0.0024846867,0.8387127000000001,0.17166123,4763.39,-15.082055,0.1083,9.87,8.045538,9.876458,0.04460550998691247,0.004449310453257636,0.003931609227338969,0.0005008334498119966,0.04853711921425144,0.004477409703602994,-999.0,-999.0,-999.0,-999.0
rs0045,44,13.923815,13.839634,11.632563000000001,0.0023021698,0.005578041,0.005578041,0.00194073,0.00443935,0.0202093,0.0513029,13.5528,13.4716,11.1253,9.73921,21.384332999999998,8.32068,0.08418083,0.006034445,2.2070713,0.18777932,4861.26,-15.57162,0.0963,9.01,8.93656,9.275861,0.07001867660482748,0.0062103497982246856,-999.0,-999.0,0.08600076230847321,0.006220476594869946,-999.0,-999.0,-999.0,-999.0
rs0046,45,13.631409,13.560008999999999,,0.00253582,0.0064878464,0.0064878464,0.00217438,0.00568962,0.0045318576000000005,0.006877185,13.1592,13.1548,-999.0,-999.0,38.433193,16.401915,0.07139969,0.006965811999999999,-999.0,0.033389524,4763.39,-15.948621,0.0441,8.37,9.217992,9.275623,0.09908655461326718,0.004024659212440807,-0.0,0.0,0.09908655461326718,0.004024659212440807,-999.0,-999.0,-999.0,-999.0
rs1315,46,13.762853,13.602678,9.877374,0.0005674362,0.00096321106,0.00096321106,0.000958443,0.002497675,0.0045318576000000005,0.006877185,0.0,12.7914,8.740219999999999,7.513389999999999,53.535976,29.423796000000003,0.16017437,0.0024846867,3.7253046000000003,0.033389524,7183.66,-18.167118,0.0647,9.17,9.367107,9.580671,0.7645650567764001,0.04556113214227684,-999.0,-999.0,1.0610459783725825,0.045573121762152904,-999.0,-999.0,-999.0,-999.0
rs0047,47,15.857477,15.770748999999999,,0.0044841766,0.012503624,0.012503624,0.000958443,0.023194299999999998,0.0045318576000000005,0.006877185,0.0,15.225999999999999,-999.0,0.0,6.830681299999999,2.6248337999999998,0.08672809599999999,0.01328339,-999.0,0.033389524,5787.4,-15.528497,0.0664,8.190001,9.240302,9.277355,0.0672920416708633,0.004115355408126785,0.0,0.0,0.0672920416708633,0.004115355408126785,-999.0,-999.0,-999.0,-999.0
rs0048,48,12.478552,12.452492999999999,9.092114,0.000957489,0.0020813942,0.0020813942,0.000958443,0.00275373,0.0045318576000000005,0.007761,0.0,12.3014,8.77408,6.84726,59.143875,26.706872999999998,0.02605915,0.0024846867,3.3603782999999994,0.033389524,5117.6,-18.278217,0.0179,9.39,9.336797,9.665243,0.8469397267674753,0.01396308542223238,-999.0,-999.0,1.0420330656675938,0.013987933705364372,-999.0,-999.0,-999.0,-999.0
rs0049,49,10.807891,10.845505000000001,10.502848,0.00044631958,0.0007047653,0.0007047653,0.000958443,0.002497675,0.0616989,0.006877185,0.0,10.5951,11.3748,0.0,173.09215,99.69613000000001,-0.03761387,0.0024846867,0.3426571,0.09730594599999999,5045.26,-15.472428,0.3833,10.389999,8.874633,10.403057,0.06390526669307335,0.02256061613532769,0.01620261655107336,0.0009207426389043741,0.08010788324414671,0.022579396967428174,-999.0,-999.0,-999.0,-999.0
rs1316,50,15.954298999999999,16.285235999999998,14.09055,0.002579689,0.010248184,0.010248184,0.000958443,0.050794599999999995,0.0045318576000000005,0.006877185,0.0,16.3209,-999.0,0.0,8.78638,2.7076208999999998,-0.33093740000000005,0.010567878999999999,2.194686,0.32205772,7258.76,-15.67937,0.166,8.690001,8.288097,8.835,0.07732423464919803,0.011822226701609938,0.0,0.0,0.07732423464919803,0.011822226701609938,-999.0,-999.0,-999.0,-999.0
rs0050,51,12.093625999999999,12.054183,9.107439999999999,0.0028419495,0.010165215,0.010165215,0.00208855,0.00654221,0.0131826,0.006877185,12.2724,12.3295,9.5599,-999.0,69.64344,26.873596000000003,0.039443016000000004,0.010555011000000001,2.946743,0.14761014,4921.96,-18.351257,0.0271,9.71,9.346785,9.866336,0.905877829212687,0.022610736667637393,0.08204539439342834,0.0009961642721233112,0.9879232236061153,0.022632670101212032,-999.0,-999.0,-999.0,-999.0
rs0051,52,14.167098000000001,14.206412,11.336905,0.00078105927,0.0017442703,0.0017442703,0.00122738,0.00477886,0.0063839,0.017013499999999997,13.4727,13.5704,10.1796,8.7289,36.483740000000004,16.107077,-0.03931427,0.0024846867,2.8695077999999996,0.033389524,4963.57,-16.393261,0.0634,9.110001,9.28281,9.505975,0.14923519657232728,0.008714372991189514,-999.0,-999.0,0.19004178102649805,0.008719657082651718,-999.0,-999.0,-999.0,-999.0
rs0052,53,12.734755,12.644817,9.831273,0.0015602112,0.0042438507,0.0042438507,0.00143242,0.00556374,0.012146899999999999,0.006877185,12.5623,12.7527,9.818019999999999,-999.0,65.38564000000001,27.815245,0.08993721,0.0045215627000000005,2.8135442999999998,0.08048001,4921.96,-17.551277,0.0189,9.41,9.751956,9.914829,0.43358834484900494,0.007547707526384904,0.06468539090571507,0.0007236812877283276,0.49827373575472,0.007582321775686881,-999.0,-999.0,-999.0,-999.0
rs0053,54,10.021576,9.975807000000001,6.748558,0.0006237030000000001,0.0012006760000000001,0.0012006760000000001,0.000958443,0.002497675,0.0045318576000000005,0.006877185,9.94427,9.88518,6.693289999999999,5.01816,319.46576,192.43298000000001,0.045768737999999996,0.0024846867,3.2272491000000003,0.033389524,4963.57,-19.923477,0.0149,10.57,9.760419,10.632593,3.8544082893954363,0.05289561494723273,-999.0,-999.0,4.9647228905026966,0.05305643398299854,-999.0,-999.0,-999.0,-999.0
rs0054,55,12.971857,13.046375,,0.008989334,0.03133011,0.03133011,0.00408173,0.002497675,0.0045318576000000005,0.006877185,13.1435,-999.0,-999.0,-999.0,18.363575,6.603517500000001,-0.074518204,0.03259423,-999.0,0.033389524,4879.1,-17.111027,0.0383,9.110001,9.563048,9.694132,0.2890524000561382,0.010196501867610211,-0.0,0.0,0.2890524000561382,0.010196501867610211,-999.0,-999.0,-999.0,-999.0
rs0055,56,12.223217,12.090563000000001,8.807526,0.004673958,0.016541958,0.016541958,0.00268459,0.00801992,0.0196972,0.006877185,12.454,12.4452,9.825,-999.0,83.324104,42.920094,0.13265419,0.017189598,3.2830372000000003,0.23154962,7048.06,-18.810638,0.016,9.67,10.03812,10.192979,1.3829975979853641,0.020380601857700034,0.13178841430320917,0.0023908779525238866,1.5147860122885732,0.020520361338581514,-999.0,-999.0,-999.0,-999.0
rs0056,57,13.986225,13.992033,11.147938,0.0010385513,0.0033884047999999996,0.0033884047999999996,0.00135517,0.0046072,0.016386,0.0808325,13.3937,13.4797,10.5168,9.526110000000001,27.099090000000004,10.049233000000001,-0.0058078766,0.0035439915999999996,2.8440952,0.054843772,7048.06,-17.748478,0.034,9.190001,9.5041895,9.675939,0.5199447854302793,0.01628214831237167,-999.0,-999.0,0.5714606462439408,0.016337855027891562,-999.0,-999.0,-999.0,-999.0
