name,Unnamed: 0,apmw1,apmw2,apmw3,eapmw1,eapmw2,eapmw3,emw1,emw2,emw3,emw4,mw1,mw2,mw3,mw4,peak_snrw1,peak_snrw2,w12,w12_err,w23,w23_err,groupcz,deextrestnuvmag,enuvmag,enuvmag_flag,logmstar,logmgas,logmbary,sfr_nuv,sfr_nuv_err,sfr_wise,sfr_wise_err,sfr_nuv_wise,sfr_nuv_wise_err,sfr_nuv_provisional,sfr_nuv_provisional_err,sfr_nuv_wise_provisional,sfr_nuv_wise_provisional_err
rs0010,10,14.026817999999999,13.960011999999999,11.329424000000001,0.0013523101999999999,0.0038309096999999998,0.07589054,0.00215626,0.00540829,0.00985336,0.016186700000000002,13.5919,13.4154,10.4908,8.47545,31.940733,13.411434,0.06680584,0.030273827000000003,2.6305885,0.14203538,5633.400000000002,-17.439,0.039,False,8.901866094361361,9.375310518005124,9.501171384827536,0.39099055904792335,0.01404450891113646,0.050831551034238705,0.00046633078631308283,0.44182211008216205,0.014052248750902996,-999.0,-999.0,-999.0,-999.0
rs0011,11,14.760142000000002,14.712826999999999,11.696117,0.004670143,0.011619568,0.22670937,0.00651932,0.0183544,0.0326738,0.0163765,14.5344,14.6312,11.5914,8.51807,12.512960000000001,4.4913397,0.047315598,0.03250884,3.0167092999999996,0.25677258,6947.300000000001,-16.812,0.075,False,8.924724059970382,9.339824830301355,9.48111859174774,0.21946550613410884,0.015160140085523797,0.05357445918911867,0.0007250299641268342,0.2730399653232275,0.015177467373102379,-999.0,-999.0,-999.0,-999.0
rs0012,12,12.98962,12.9479685,10.100127,0.0016145706,0.0048007965,0.0933404,0.00180054,0.0050478,0.00958157,0.028776200000000002,12.8744,12.7605,9.78566,8.68832,54.349228000000004,23.905345999999998,0.041651726,0.03042457,2.8478413,0.1521035,5351.800000000001,-17.355,0.071,False,9.241250265651184,9.553577703897114,9.725935707549045,0.36188140762699883,0.023664661663595096,0.06019040539904538,0.0006516416185243888,0.42207181302604424,0.023673631923543555,-999.0,-999.0,-999.0,-999.0
rs0013,13,13.690349,13.612519,11.127211,0.0018539429,0.0042505264,0.12259102,0.00196552,0.0110407,0.0372643,0.0068435697,13.3904,13.8173,11.2451,0.0,33.573826000000004,14.028326000000002,0.07782936,0.030356284,2.4853085999999998,0.1716002,5621.4000000000015,-17.299,0.032,False,9.121840172189119,9.598405970120188,9.723483637541872,0.3436895052714203,0.010129591442642848,0.02266663430814152,0.0007779571659738868,0.3663561395795618,0.010159421250590672,-999.0,-999.0,-999.0,-999.0
rs0014,14,-999.0,12.578128,11.966419,-999.0,-999.0,0.19032192,0.0009489063,0.00251353,0.0560493,0.0068435697,0.0,0.0,12.0462,-999.0,-999.0,-999.0,-999.0,0.030087855,0.61170864,0.22499825,6993.3,-15.512,0.15,False,10.024824202145815,8.416393198327054,10.035393783808493,0.06627752328185993,0.009156578226562597,-999.0,-999.0,0.06627752328185993,0.009156578226562597,-999.0,-999.0,-999.0,-999.0
rs0015,15,-999.0,15.86859,12.519558,-999.0,-999.0,0.04235649,0.0009489063,0.00964546,0.0116549,0.0327435,0.0,14.8761,10.9541,9.64306,-999.0,-999.0,-999.0,0.030087855,3.3490324,0.12731041,7041.7,-16.668,0.11699999999999999,False,8.584928596718587,9.33851879225433,9.409060497324,0.1922057035851854,0.020712275432020283,-999.0,-999.0,0.1922057035851854,0.020712275432020283,-999.0,-999.0,-999.0,-999.0
rs0016,16,14.462437,14.815004,,0.006293297,0.028461456,,0.0116215,0.00251353,0.004486085,0.0068435697,14.8589,-999.0,-999.0,-999.0,12.941881,4.4908633,-0.35256767,0.041828937999999996,-999.0,0.12377995,5457.5999999999985,-16.053,0.106,False,8.401482230474661,9.430934912004131,9.469731107274859,0.10908531019852656,0.010649956067016988,-999.0,-999.0,0.10908531019852656,0.010649956067016988,-999.0,-999.0,-999.0,-999.0
rs0017,17,12.938605,12.860956,9.893227,0.0008316039999999999,0.0019798279000000003,0.027179718,0.0009489063,0.00297451,0.005710600000000001,0.014328,12.4719,12.3767,9.368219999999999,7.94089,50.233532000000004,22.736626,0.07764912,0.030087855,2.9677296,0.12377995,6995.200000000002,-18.04,0.019,False,9.564828275528393,9.399682861430266,9.791088523125199,0.6800898150418551,0.011901331492094656,0.16957872169891414,0.0010683238359614035,0.8496685367407693,0.011949184369788897,-999.0,-999.0,-999.0,-999.0
rs0018,18,11.113822,11.142593,10.565675,0.0007581711,0.0019893645999999997,0.294919,0.0009489063,0.00251353,0.004486085,0.0068435697,11.1241,10.7377,-999.0,0.0,140.05700000000002,78.62904,-0.0287714,0.030087855,0.5769186,0.31840409999999997,5453.500000000001,-15.517000000000001,0.14,False,10.50147269157734,8.824272561087371,10.510510382788064,0.06658344642950095,0.008585586866569253,-999.0,-999.0,0.06658344642950095,0.008585586866569253,-999.0,-999.0,-999.0,-999.0
rs0019,19,12.994513000000001,13.042504,10.099344,0.0011100769,0.0033416747999999996,0.048537254,0.00137901,0.00413322,0.00595665,0.05687709999999999,12.7363,12.751,9.64048,9.66869,50.21682,19.315239000000002,-0.047991753,0.030205945,2.9431599999999998,0.12948757,4726.200000000002,-17.508,0.026000000000000002,False,9.319880778253651,9.29802334023827,9.610119547211639,0.4166450926313673,0.009977352105365954,0.041692983755594666,0.0003946233357965563,0.45833807638696195,0.009985153109071769,-999.0,-999.0,-999.0,-999.0
rs0020,20,14.944189000000001,15.478886,15.26459,0.005334854,0.026842117000000002,,0.00939274,0.00251353,0.004486085,0.0797863,14.9896,-999.0,0.0,10.1366,9.3627825,2.67793,-0.5346966,0.04060739,-999.0,0.12377995,4769.700000000002,-15.554,0.055999999999999994,False,8.419976516154925,9.207407896258598,9.27304103227264,0.06889159994155362,0.0035532844716976556,-999.0,-999.0,0.06889159994155362,0.0035532844716976556,-999.0,-999.0,-999.0,-999.0
rs0021,21,14.672498000000001,14.544735000000001,11.621792,0.0011854172,0.00269413,0.04494095,0.00266838,0.00715256,0.011501299999999999,0.021557800000000002,14.2565,14.1437,10.8966,9.142669999999999,25.64978,10.907049,0.12776279999999998,0.030144047,2.922943,0.12816766,7017.200000000003,-16.055,0.096,False,8.88487662622109,8.134395468538589,8.955885868054175,0.10928643795446588,0.009663026799374287,0.04787033000777363,0.0005335778231303253,0.1571567679622395,0.009677747269833108,-999.0,-999.0,-999.0,-999.0
rs0022,22,12.151356,12.095768,9.020458999999999,0.00056648254,0.0012359619,0.013399123999999998,0.0009489063,0.00251353,0.00480938,0.0068435697,0.0,11.880999999999998,8.73242,6.06119,87.09319,42.57987,0.05558777,0.030087855,3.0753088,0.12377995,4858.399999999999,-17.884,0.055999999999999994,False,9.800170999981882,9.474508910385005,9.968205799267594,0.5890691390739043,0.03038295273158682,-999.0,-999.0,0.5890691390739043,0.03038295273158682,-999.0,-999.0,-999.0,-999.0
rs0023,23,14.404323999999999,14.408562,11.595371,0.0021276474,0.00646019,0.11728668,0.00261116,0.0096941,0.0313568,0.0068435697,14.4048,14.3921,11.6743,-999.0,20.195572,7.577071000000001,-0.0042381287,0.030761353999999998,2.8131904999999997,0.1679223,4918.1,-15.485999999999999,0.07400000000000001,False,8.940302115210153,8.350475789075128,9.039686585504894,0.06470923580013539,0.004410356243279887,0.011684570933219033,0.00033745835519999426,0.07639380673335443,0.004423247713403825,-999.0,-999.0,-999.0,-999.0
rs0024,24,15.640807999999998,15.498573,16.465695999999998,0.0059051514,0.017528534,,0.0111036,0.029223400000000004,0.004486085,0.0068435697,15.5254,15.3825,-999.0,-999.0,6.7154929999999995,2.9754419999999997,0.1422348,0.035243727,-999.0,0.12377995,5072.3,-15.001,0.132,False,8.260639409275301,8.495851909934725,8.695008550489884,0.041396752318807434,0.005032871964788073,-999.0,-999.0,0.041396752318807434,0.005032871964788073,-999.0,-999.0,-999.0,-999.0
rs0025,25,12.447111,12.518999,,0.0013132095,0.003925323499999999,,0.00118828,0.00373173,0.004486085,0.0068435697,12.2275,12.2939,0.0,0.0,88.56734499999999,39.149117,-0.07188797,0.030284198,-999.0,0.12377995,5137.300000000001,-15.475999999999999,0.04,False,9.020781873165859,9.143973170359477,9.387760982760891,0.06411597796037323,0.002362119921188645,-999.0,-999.0,0.06411597796037323,0.002362119921188645,-999.0,-999.0,-999.0,-999.0
rs0026,26,15.672488000000001,15.795935,,0.0035572052,0.01198101,,0.00830841,0.03281969999999999,0.004486085,0.0068435697,15.5453,15.6127,-999.0,-999.0,10.313701,2.7692847,-0.123446465,0.032499205,-999.0,0.12377995,5063.574271102487,-12.775,1.571,False,8.721108670964632,7.389938312023247,8.740909167899565,0.0053280252084717955,0.007709356624405698,-999.0,-999.0,0.0053280252084717955,0.007709356624405698,-999.0,-999.0,-999.0,-999.0
rs0027,27,14.139301999999999,14.16189,12.415984,0.0006065368700000001,0.0016674995000000002,0.07491493,0.00154924,0.00651836,0.029892000000000002,0.0068435697,13.7413,13.9318,11.9642,-999.0,33.905594,12.920368,-0.022587776,0.030087855,1.7459058999999997,0.14147447,5063.574271102487,-15.128,0.1,False,9.13999912686496,7.716262550524867,9.156068112745368,0.04653355913281002,0.004285899183326618,0.009483582536857202,0.00026109772148096266,0.056017141669667224,0.004293844877240248,-999.0,-999.0,-999.0,-999.0
rs0028,28,15.348713,15.436685999999998,16.824766,0.0038909912,0.0089588165,,0.0101271,0.00251353,0.004486085,0.0277867,15.5794,-999.0,-999.0,9.38734,12.055649,3.926993,-0.08797264,0.031549964,-999.0,0.12377995,5063.574271102487,-12.350999999999999,0.7659999999999999,False,8.58026691355838,7.260518229843254,8.60058290558144,0.003605506401211138,0.0025437282935066056,-999.0,-999.0,0.003605506401211138,0.0025437282935066056,-999.0,-999.0,-999.0,-999.0
rs0029,29,11.247364,11.277113,10.579632,0.0003709793,0.0007047653,0.057465552999999996,0.0009489063,0.00251353,0.0157709,0.0068435697,0.0,11.0711,10.2297,-999.0,167.61900000000003,87.083115,-0.029748917000000003,0.030087855,0.69748116,0.13305181,5063.574271102487,-15.732999999999999,0.16399999999999998,False,10.32073100379048,9.563848055181577,10.390780637669382,0.08123931838829573,0.0122711650926742,-999.0,-999.0,0.08123931838829573,0.0122711650926742,-999.0,-999.0,-999.0,-999.0
rs0030,30,12.881723,12.924612,9.660508,0.0042505264,0.012380123,0.11205768599999999,0.00218344,0.007501600000000001,0.00959015,0.0273194,12.9092,13.1017,9.73621,8.2057,33.62984,16.41329,-0.04288864,0.032731246,3.264104,0.16465174,5063.574271102487,-17.701,0.022000000000000002,False,9.240945710821665,9.32744912435013,9.587377597040321,0.49769843021568383,0.010084738278746319,0.06594472669553421,0.0008000272083491154,0.563643156911218,0.010116421782671487,-999.0,-999.0,-999.0,-999.0
rs0031,31,11.976108,11.992398,11.559619999999999,0.0005903244000000001,0.0012969971,0.15272379,0.0009489063,0.00251353,0.004486085,0.165863,11.7129,9.14887,-999.0,9.778830000000001,88.03002,50.265644,-0.016290665,0.030087855,0.43277836,0.19423243,5063.574271102487,-15.061,0.201,False,10.00047282083767,8.636146428624336,10.018848263214016,0.04374881267509704,0.008099123257710155,0.013636498619284733,0.0020831861004342992,0.05738531129438177,0.00836274248513155,-999.0,-999.0,-999.0,-999.0
rs0032,32,9.402911,9.484167999999999,9.946022,0.0012416839999999998,0.003996849,,0.0009489063,0.00251353,0.004486085,0.0068435697,9.367980000000001,9.46175,-999.0,-999.0,447.11492999999996,254.45697,-0.08125687,0.030290537000000003,-999.0,0.12377995,5063.574271102487,-17.241,0.49200000000000005,False,11.020323285769225,9.188310609776348,11.026670659687413,0.32581139619568356,0.14764102571672708,-999.0,-999.0,0.32581139619568356,0.14764102571672708,-999.0,-999.0,-999.0,-999.0
rs0033,33,12.202306,12.320444,,0.0018014907999999998,0.0049829483,,0.00124836,0.00493479,0.004486085,0.0068435697,12.2187,12.4741,-999.0,-999.0,90.94456,42.119816,-0.11813831,0.030464325,-999.0,0.12377995,5063.574271102487,-14.698,0.38799999999999996,False,9.960632537709435,8.565001676039158,9.977754917755709,0.03131599903020708,0.011191123194079328,-999.0,-999.0,0.03131599903020708,0.011191123194079328,-999.0,-999.0,-999.0,-999.0
rs0034,34,14.718001000000001,14.522583,16.198675,0.0057439804,0.022720337,,0.00658703,0.00251353,0.004486085,0.0068435697,14.5977,-999.0,0.0,-999.0,6.813453,2.7684734,0.19541836,0.03806845,-999.0,0.12377995,5063.574271102487,-17.248,0.069,False,8.620733269830707,9.502637228027071,9.556195440817497,0.3279187659526414,0.020839679796597378,-999.0,-999.0,0.3279187659526414,0.020839679796597378,-999.0,-999.0,-999.0,-999.0
rs0035,35,14.53934,14.452983999999999,11.842541,0.0036525726,0.014988898999999998,0.27194405,0.00411224,0.013012899999999999,0.0365801,0.021184,14.3457,14.331,11.9645,8.64986,13.813644,5.2197027,0.08635616,0.03373438,2.610443,0.29762095,4836.000000000001,-16.418,0.07,False,8.560122142288531,9.013592487288726,9.1445657921091,0.15267441723275996,0.009843283441647784,0.021916106864379864,0.00037287949165006864,0.17459052409713982,0.009850343548725124,-999.0,-999.0,-999.0,-999.0
rs0037,36,15.715667000000002,15.379375,,0.006524086,0.015794753999999998,,0.0106926,0.0251808,0.004486085,0.0068435697,15.8269,15.4014,0.0,0.0,8.243675999999999,3.3508532,0.3362913,0.0345259,-999.0,0.12377995,5063.574271102487,-15.273,0.23800000000000002,False,8.36121523264564,8.449962752745172,8.70888198522962,0.05318219657354728,0.01165786194568685,-999.0,-999.0,0.05318219657354728,0.01165786194568685,-999.0,-999.0,-999.0,-999.0
rs0038,37,14.089348000000001,14.243035,11.791583000000001,0.0037770271,0.013065338000000001,0.39207268,0.00551558,0.0641379,0.004486085,0.0068435697,14.3505,15.7245,-999.0,-999.0,13.352554000000001,4.598216000000001,-0.15368748,0.032938867999999996,2.4514522999999997,0.41023370000000003,4976.500000000001,-15.377,0.040999999999999995,False,9.120430327564279,8.506001667007967,9.21489462698235,0.058528348659734095,0.0022101706515199743,-999.0,-999.0,0.058528348659734095,0.0022101706515199743,-999.0,-999.0,-999.0,-999.0
rs0039,38,14.905222,15.167751,12.608023,0.0030460358,0.011552811000000001,0.2801447,0.00481606,0.0170431,0.068984,0.120066,14.5731,14.8305,12.6355,11.1287,13.928818,4.5467973,-0.26252937,0.032291573,2.5597286,0.3049828,4809.800000000001,-15.261,0.048,False,8.620065176894496,8.750527654828296,8.991206983293349,0.05259764153600843,0.002325322470287187,0.004079937109807206,0.00024487234470886815,0.056677578645815636,0.0023381802873229697,-999.0,-999.0,-999.0,-999.0
rs0040,39,15.134891,15.062249,13.073132000000001,0.0019955635,0.0048623085,0.18006945,0.00310516,0.00835037,0.04695030000000001,0.0068435697,14.4119,14.3555,12.5472,-999.0,15.251306,6.0797577,0.07264137,0.030456925,1.9891176,0.21644549,5063.574271102487,-14.935,0.09300000000000001,False,8.760596951008164,8.51794314448465,8.95703135991215,0.03895527467698625,0.00333675945324748,0.005543351634056337,0.00023971018105858798,0.04449862631104259,0.0033453586683253505,-999.0,-999.0,-999.0,-999.0
rs0041,40,14.016809,14.191357,11.031538000000001,0.013533115,0.05155754,1.060482,0.00759792,0.0238857,0.045785,0.0068435697,14.252,14.4977,11.4724,0.0,13.508295,4.807671,-0.1745472,0.061166375999999995,3.1598186000000004,1.0684943999999998,4972.800000000001,-15.935,0.053,False,8.84042154429558,9.09900152759948,9.289708701107354,0.09785122589685043,0.004776588410523154,0.014387324693957468,0.0006067069129923572,0.1122385505908079,0.004814965225400577,-999.0,-999.0,-999.0,-999.0
rs0042,41,12.800215,14.592951000000001,,0.0035896301,0.05841446,,0.00155258,0.021012799999999998,0.004486085,0.0068435697,12.7953,14.599,-999.0,-999.0,62.00776,5.744432,-1.792736,0.06576575,-999.0,0.12377995,6944.0999999999985,-17.590999999999998,0.027999999999999997,False,9.064717474617193,9.502551667823514,9.637650347715127,0.4497449245368174,0.011598450739547945,-999.0,-999.0,0.4497449245368174,0.011598450739547945,-999.0,-999.0,-999.0,-999.0
rs0043,42,16.855028,16.537415,18.07558,0.0058135986,0.011774063000000001,,0.0272942,0.0450516,0.004486085,0.0068435697,16.8797,16.2962,-999.0,-999.0,4.788568499999999,2.2947035,0.3176136,0.032747924,-999.0,0.12377995,6867.000000000001,-16.025,0.084,False,8.224550090694512,8.805279436612143,8.906540216034234,0.10630807911667983,0.008224722180827008,-999.0,-999.0,0.10630807911667983,0.008224722180827008,-999.0,-999.0,-999.0,-999.0
rs0044,43,12.275260000000001,12.292583,11.453871000000001,0.0007305145,0.0017948151,0.17165184,0.0009489063,0.00251353,0.138308,0.0068435697,0.0,12.0896,12.7875,0.0,79.439316,30.895765,-0.017323494,0.030087855,0.8387127000000001,0.20944588,4725.500000000001,-15.082,0.10800000000000001,False,9.879879670323064,8.04184226158418,9.886140225744617,0.04460322600503212,0.004436757646500885,-999.0,-999.0,0.04460322600503212,0.004436757646500885,-999.0,-999.0,-999.0,-999.0
rs0045,44,13.923815,13.839634,11.632563000000001,0.0023021698,0.005578041,0.18769646,0.00194073,0.00443935,0.0202093,0.0513029,13.5528,13.4716,11.1253,9.73921,21.384332999999998,8.32068,0.08418083,0.03060089,2.2070713,0.22284764,4892.5,-15.572000000000001,0.096,False,9.020245960202603,8.932754352000993,9.279729659308046,0.07004324707158588,0.006193172604362217,0.016188160039488204,0.00035937683466521494,0.08623140711107408,0.006203590784111785,-999.0,-999.0,-999.0,-999.0
rs0046,45,13.631409,13.560008999999999,,0.00253582,0.0064878464,,0.00217438,0.00568962,0.004486085,0.0068435697,13.1592,13.1548,-999.0,-999.0,38.433193,16.401915,0.07139969,0.030798092000000003,-999.0,0.12377995,4785.000000000001,-15.949000000000002,0.044000000000000004,False,8.380010080846624,9.214257173213783,9.27362040803803,0.09912113604967751,0.004016933364727756,-999.0,-999.0,0.09912113604967751,0.004016933364727756,-999.0,-999.0,-999.0,-999.0
rs1315,46,13.762853,13.602678,9.877374,0.0005674362,0.00096321106,0.0070877075,0.0009489063,0.00251353,0.004486085,0.0068435697,0.0,12.7914,8.740219999999999,7.513389999999999,53.535976,29.423796000000003,0.16017437,0.030087855,3.7253046000000003,0.12377995,7179.500000000001,-18.167,0.065,False,9.185227550963248,9.361791993802022,9.5834515317673,0.7644802514977509,0.04576730160566364,-999.0,-999.0,0.7644802514977509,0.04576730160566364,-999.0,-999.0,-999.0,-999.0
rs0047,47,15.857477,15.770748999999999,,0.0044841766,0.012503624,,0.0009489063,0.023194299999999998,0.004486085,0.0068435697,0.0,15.225999999999999,-999.0,0.0,6.830681299999999,2.6248337999999998,0.08672809599999999,0.032809272,-999.0,0.12377995,5787.4,-15.527999999999999,0.066,False,8.202202276367064,9.235907148298033,9.27434158374545,0.06726145704492087,0.00408870602777193,-999.0,-999.0,0.06726145704492087,0.00408870602777193,-999.0,-999.0,-999.0,-999.0
rs0048,48,12.478552,12.452492999999999,9.092114,0.000957489,0.0020813942,0.020354271,0.0009489063,0.00275373,0.004486085,0.007761,0.0,12.3014,8.77408,6.84726,59.143875,26.706872999999998,0.02605915,0.030087855,3.3603782999999994,0.12377995,5117.1,-18.278,0.018000000000000002,False,9.4007377892815,9.332842704023992,9.669145683952527,0.8467715750815283,0.014038297962867494,-999.0,-999.0,0.8467715750815283,0.014038297962867494,-999.0,-999.0,-999.0,-999.0
rs0049,49,10.807891,10.845505000000001,10.502848,0.00044631958,0.0007047653,0.09730339,0.0009489063,0.00251353,0.0616989,0.0068435697,0.0,10.5951,11.3748,0.0,173.09215,99.69613000000001,-0.03761387,0.030087855,0.3426571,0.15449417,5054.4000000000015,-15.472000000000001,0.38299999999999995,False,10.400599650936648,8.87072094663573,10.413234580528155,0.06388020055297017,0.022534126341709287,-999.0,-999.0,0.06388020055297017,0.022534126341709287,-999.0,-999.0,-999.0,-999.0
rs1316,50,15.954298999999999,16.285235999999998,14.09055,0.002579689,0.010248184,0.32189465,0.0009489063,0.050794599999999995,0.004486085,0.0068435697,0.0,16.3209,-999.0,0.0,8.78638,2.7076208999999998,-0.33093740000000005,0.03180692,2.194686,0.34368762,7246.200000000002,-15.679,0.166,False,8.705372480242076,9.042340552124712,9.206779785727317,0.07729764648081089,0.011818164725079867,-999.0,-999.0,0.07729764648081089,0.011818164725079867,-999.0,-999.0,-999.0,-999.0
rs0050,51,12.093625999999999,12.054183,9.107439999999999,0.0028419495,0.010165215,0.14725971,0.00208855,0.00654221,0.0131826,0.0068435697,12.2724,12.3295,9.5599,-999.0,69.64344,26.873596000000003,0.039443016000000004,0.031802647,2.946743,0.19023341,4968.474235124108,-18.351,0.027000000000000003,False,9.720473982293123,9.342910479372405,9.872522081401295,0.9056622607923204,0.022521935746667,0.0836034392055196,0.0010150814653143126,0.98926569999784,0.02254479940381421,-999.0,-999.0,-999.0,-999.0
rs0051,52,14.167098000000001,14.206412,11.336905,0.00078105927,0.0017442703,0.026539802999999997,0.00122738,0.00477886,0.0063839,0.017013499999999997,13.4727,13.5704,10.1796,8.7289,36.483740000000004,16.107077,-0.03931427,0.030087855,2.8695077999999996,0.12377995,5017.000000000001,-16.393,0.063,False,9.120518997512207,9.278923356824226,9.507933532860415,0.14919912320759016,0.008657300660036605,0.04168983118504348,0.0003100872785943951,0.19088895439263365,0.008662852234605894,-999.0,-999.0,-999.0,-999.0
rs0052,53,12.734755,12.644817,9.831273,0.0015602112,0.0042438507,0.08036804,0.00143242,0.00556374,0.012146899999999999,0.0068435697,12.5623,12.7527,9.818019999999999,-999.0,65.38564000000001,27.815245,0.08993721,0.030338827999999998,2.8135442999999998,0.14448886,4844.200000000002,-17.551,0.019,False,9.420139776825168,9.74818307181167,9.915455281022673,0.433477211496157,0.0075856980566119695,0.06265766262877942,0.0007009956551601511,0.4961348741249364,0.007618018765705426,-999.0,-999.0,-999.0,-999.0
rs0053,54,10.021576,9.975807000000001,6.748558,0.0006237030000000001,0.0012006760000000001,0.013994217,0.0009489063,0.00251353,0.004486085,0.0068435697,9.94427,9.88518,6.693289999999999,5.01816,319.46576,192.43298000000001,0.045768737999999996,0.030087855,3.2272491000000003,0.12377995,4968.474235124108,-19.923,0.015,False,10.580350134826348,9.756582013148265,10.641066319405676,3.852709563365453,0.05322714964944548,1.1125097456662978,0.004108265048131081,4.965219309031751,0.053385459645020936,-999.0,-999.0,-999.0,-999.0
